date,stock,sector_change,stock_change,rsi,pnl,exit_reason,exit_pct
2025-10-15,VEDL,0.5500982318271141,0.6457660660347809,43.04146779311144,-107.62703094276763,EOD,-0.5381351547138382
2025-10-15,NATIONALUM,0.5500982318271141,1.425379803395888,50.20146416935704,-169.17044803735988,EOD,-0.8458522401867994
2025-10-15,NMDC,0.5500982318271141,1.1577424023154788,50.32682211887216,-98.84250227597748,EOD,-0.4942125113798874
2025-10-15,JSWSTEEL,0.5500982318271141,1.150026136957662,56.19474279472629,68.90611541774334,EOD,0.34453057708871665
2025-10-15,TATASTEEL,0.5500982318271141,1.6449101445881718,49.019315538833936,-147.43146740382088,EOD,-0.7371573370191044
2025-10-15,SAIL,0.5500982318271141,1.465116279069757,52.650188785649355,-348.38413935365156,EOD,-1.741920696768258
2025-10-15,JINDALSTEL,0.5500982318271141,0.4317269076305175,49.29251012766014,59.98200539838049,EOD,0.29991002699190245
2025-10-23,HINDZINC,0.693940963231491,0.693940963231491,46.8774909395688,-399.0948364534065,EOD,-1.9954741822670325
2025-10-23,VEDL,0.693940963231491,1.289037937539295,48.431763748199685,12.415933781684616,EOD,0.062079668908423084
2025-10-23,NATIONALUM,0.693940963231491,0.6301969365426685,37.69986800714789,-337.47934243715713,EOD,-1.6873967121857858
2025-10-23,TATASTEEL,0.693940963231491,0.38527889591718656,42.22772753480195,-130.60663344217062,EOD,-0.6530331672108531
2025-10-23,JINDALSTEL,0.693940963231491,0.30632411067193904,47.75599173592079,-271.8943946409212,EOD,-1.3594719732046059
2025-10-24,HINDZINC,1.068021567814192,1.068021567814192,49.534555372809535,131.32245819226148,EOD,0.6566122909613074
2025-10-24,VEDL,1.068021567814192,1.3877551020408185,71.95433472717247,-193.23671497584814,EOD,-0.9661835748792407
2025-10-24,NATIONALUM,1.068021567814192,1.4273504273504287,58.6261036306511,-225.83635291143565,EOD,-1.1291817645571782
2025-10-24,SAIL,1.068021567814192,0.24670418626165533,64.28282228722813,-178.42036453126588,EOD,-0.8921018226563293
2025-10-29,HINDZINC,2.0328628607541677,2.0328628607541677,36.5171488003918,53.68018994528561,EOD,0.2684009497264281
2025-10-29,VEDL,2.0328628607541677,2.013689118143048,29.568206810878692,-171.1396343835119,EOD,-0.8556981719175594
2025-10-29,NMDC,2.0328628607541677,2.2325581395348926,52.64862054947378,-145.58689717925444,EOD,-0.7279344858962722
2025-10-29,JSWSTEEL,2.0328628607541677,2.1106626303397165,41.78921521002223,-55.99934118422286,EOD,-0.2799967059211143
2025-10-29,TATASTEEL,2.0328628607541677,1.0453530788914989,38.588244167741024,-127.16202381593908,EOD,-0.6358101190796954
2025-10-29,SAIL,2.0328628607541677,5.563470045737413,48.22719561403966,-142.0555437175936,EOD,-0.710277718587968
2025-10-29,JINDALSTEL,2.0328628607541677,0.7996237064910631,21.90966009188311,55.99626691553897,EOD,0.2799813345776948
